n : 1.0
freq : 83.33 MHz
SWR : 9.207
 Theta   Phi 	 Gain(dB)   	   Gain   	   Phase(deg)
 90  60     0.003     1.000734     -37366.011
 95  60    -0.531     0.884969     -37364.208
100  60    -1.161     0.765490     -37364.363
105  60    -2.334     0.584194     -37366.219
110  60    -3.343     0.463105     -37366.325
115  60    -4.720     0.337295     -37367.559
120  60    -5.554     0.278336     -37367.234
125  60    -6.359     0.231238     -37365.211
130  60    -6.805     0.208708     -37364.860
135  60    -6.484     0.224724     -37364.143
140  60    -6.484     0.224695     -37364.663
145  60    -6.487     0.224557     -37365.359
150  60    -6.840     0.207020     -37004.951
155  60    -7.583     0.174472     -37004.573
160  60    -8.831     0.130884     -37005.180
165  60   -10.532     0.088473     -37364.093
170  60   -13.648     0.043169     -37005.733
175  60   -19.888     0.010260     -37005.995
180  60   -25.094     0.003094     -37005.530
  0  65   -25.381     0.002897     -37356.334
  5  65   -20.058     0.009867     -37356.493
 10  65   -14.042     0.039423     -37357.214
 15  65   -11.059     0.078369     -37359.045
 20  65    -8.832     0.130858     -37359.341
 25  65    -7.561     0.175335     -37358.887
 30  65    -6.869     0.205621     -37361.571
 35  65    -6.579     0.219840     -37360.626
 40  65    -6.435     0.227266     -37360.013
 45  65    -6.533     0.222160     -37359.389
 50  65    -6.817     0.208119     -37359.625
 55  65    -6.380     0.230133     -37359.337
 60  65    -6.017     0.250211     -37360.945
 65  65    -4.933     0.321127     -37361.643
 70  65    -3.651     0.431465     -37362.058
 75  65    -2.334     0.584270     -37365.331
 80  65    -1.494     0.708867     -37367.182
 85  65    -0.570     0.876930     -37365.889
 90  65     0.003     1.000734     -37366.011
 95  65    -0.531     0.884969     -37364.208
100  65    -1.161     0.765490     -37364.363
105  65    -2.334     0.584194     -37366.219
110  65    -3.343     0.463105     -37366.325
115  65    -4.720     0.337295     -37367.559
120  65    -5.554     0.278336     -37367.234
125  65    -6.359     0.231238     -37365.211
130  65    -6.805     0.208708     -37364.860
135  65    -6.484     0.224724     -37364.143
140  65    -6.484     0.224695     -37364.663
145  65    -6.487     0.224557     -37365.359
150  65    -6.840     0.207020     -37004.951
155  65    -7.583     0.174472     -37004.573
160  65    -8.831     0.130884     -37005.180
165  65   -10.532     0.088473     -37364.093
170  65   -13.648     0.043169     -37005.733
175  65   -19.888     0.010260     -37005.995
180  65   -25.094     0.003094     -37005.530
  0  70   -25.381     0.002897     -37356.334
  5  70   -20.058     0.009867     -37356.493
 10  70   -14.042     0.039423     -37357.214
 15  70   -11.059     0.078369     -37359.045
 20  70    -8.832     0.130858     -37359.341
 25  70    -7.561     0.175335     -37358.887
 30  70    -6.869     0.205621     -37361.571
 35  70    -6.579     0.219840     -37360.626
 40  70    -6.435     0.227266     -37360.013
 45  70    -6.533     0.222160     -37359.389
 50  70    -6.817     0.208119     -37359.625
 55  70    -6.380     0.230133     -37359.337
 60  70    -6.017     0.250211     -37360.945
 65  70    -4.933     0.321127     -37361.643
 70  70    -3.651     0.431465     -37362.058
 75  70    -2.334     0.584270     -37365.331
 80  70    -1.494     0.708867     -37367.182
 85  70    -0.570     0.876930     -37365.889
 90  70     0.003     1.000734     -37366.011
 95  70    -0.531     0.884969     -37364.208
100  70    -1.161     0.765490     -37364.363
105  70    -2.334     0.584194     -37366.219
110  70    -3.343     0.463105     -37366.325
115  70    -4.720     0.337295     -37367.559
120  70    -5.554     0.278336     -37367.234
125  70    -6.359     0.231238     -37365.211
130  70    -6.805     0.208708     -37364.860
135  70    -6.484     0.224724     -37364.143
140  70    -6.484     0.224695     -37364.663
145  70    -6.487     0.224557     -37365.359
150  70    -6.840     0.207020     -37004.951
155  70    -7.583     0.174472     -37004.573
160  70    -8.831     0.130884     -37005.180
165  70   -10.532     0.088473     -37364.093
170  70   -13.648     0.043169     -37005.733
175  70   -19.888     0.010260     -37005.995
180  70   -25.094     0.003094     -37005.530
  0  75   -25.381     0.002897     -37356.334
  5  75   -20.058     0.009867     -37356.493
 10  75   -14.042     0.039423     -37357.214
 15  75   -11.059     0.078369     -37359.045
 20  75    -8.832     0.130858     -37359.341
 25  75    -7.561     0.175335     -37358.887
 30  75    -6.869     0.205621     -37361.571
 35  75    -6.579     0.219840     -37360.626
 40  75    -6.435     0.227266     -37360.013
 45  75    -6.533     0.222160     -37359.389
 50  75    -6.817     0.208119     -37359.625
 55  75    -6.380     0.230133     -37359.337
 60  75    -6.017     0.250211     -37360.945
 65  75    -4.933     0.321127     -37361.643
 70  75    -3.651     0.431465     -37362.058
 75  75    -2.334     0.584270     -37365.331
 80  75    -1.494     0.708867     -37367.182
 85  75    -0.570     0.876930     -37365.889
 90  75     0.003     1.000734     -37366.011
 95  75    -0.531     0.884969     -37364.208
100  75    -1.161     0.765490     -37364.363
105  75    -2.334     0.584194     -37366.219
110  75    -3.343     0.463105     -37366.325
115  75    -4.720     0.337295     -37367.559
120  75    -5.554     0.278336     -37367.234
125  75    -6.359     0.231238     -37365.211
130  75    -6.805     0.208708     -37364.860
135  75    -6.484     0.224724     -37364.143
140  75    -6.484     0.224695     -37364.663
145  75    -6.487     0.224557     -37365.359
150  75    -6.840     0.207020     -37004.951
155  75    -7.583     0.174472     -37004.573
160  75    -8.831     0.130884     -37005.180
165  75   -10.532     0.088473     -37364.093
170  75   -13.648     0.043169     -37005.733
175  75   -19.888     0.010260     -37005.995
180  75   -25.094     0.003094     -37005.530
  0  80   -25.381     0.002897     -37356.334
  5  80   -20.058     0.009867     -37356.493
 10  80   -14.042     0.039423     -37357.214
 15  80   -11.059     0.078369     -37359.045
 20  80    -8.832     0.130858     -37359.341
 25  80    -7.561     0.175335     -37358.887
 30  80    -6.869     0.205621     -37361.571
 35  80    -6.579     0.219840     -37360.626
 40  80    -6.435     0.227266     -37360.013
 45  80    -6.533     0.222160     -37359.389
 50  80    -6.817     0.208119     -37359.625
 55  80    -6.380     0.230133     -37359.337
 60  80    -6.017     0.250211     -37360.945
 65  80    -4.933     0.321127     -37361.643
 70  80    -3.651     0.431465     -37362.058
 75  80    -2.334     0.584270     -37365.331
 80  80    -1.494     0.708867     -37367.182
 85  80    -0.570     0.876930     -37365.889
 90  80     0.003     1.000734     -37366.011
 95  80    -0.531     0.884969     -37364.208
100  80    -1.161     0.765490     -37364.363
105  80    -2.334     0.584194     -37366.219
110  80    -3.343     0.463105     -37366.325
115  80    -4.720     0.337295     -37367.559
120  80    -5.554     0.278336     -37367.234
125  80    -6.359     0.231238     -37365.211
130  80    -6.805     0.208708     -37364.860
135  80    -6.484     0.224724     -37364.143
140  80    -6.484     0.224695     -37364.663
145  80    -6.487     0.224557     -37365.359
150  80    -6.840     0.207020     -37004.951
155  80    -7.583     0.174472     -37004.573
160  80    -8.831     0.130884     -37005.180
165  80   -10.532     0.088473     -37364.093
170  80   -13.648     0.043169     -37005.733
175  80   -19.888     0.010260     -37005.995
180  80   -25.094     0.003094     -37005.530
  0  85   -25.381     0.002897     -37356.334
  5  85   -20.058     0.009867     -37356.493
 10  85   -14.042     0.039423     -37357.214
 15  85   -11.059     0.078369     -37359.045
 20  85    -8.832     0.130858     -37359.341
 25  85    -7.561     0.175335     -37358.887
 30  85    -6.869     0.205621     -37361.571
 35  85    -6.579     0.219840     -37360.626
 40  85    -6.435     0.227266     -37360.013
 45  85    -6.533     0.222160     -37359.389
 50  85    -6.817     0.208119     -37359.625
 55  85    -6.380     0.230133     -37359.337
 60  85    -6.017     0.250211     -37360.945
 65  85    -4.933     0.321127     -37361.643
 70  85    -3.651     0.431465     -37362.058
 75  85    -2.334     0.584270     -37365.331
 80  85    -1.494     0.708867     -37367.182
 85  85    -0.570     0.876930     -37365.889
 90  85     0.003     1.000734     -37366.011
 95  85    -0.531     0.884969     -37364.208
100  85    -1.161     0.765490     -37364.363
105  85    -2.334     0.584194     -37366.219
110  85    -3.343     0.463105     -37366.325
115  85    -4.720     0.337295     -37367.559
120  85    -5.554     0.278336     -37367.234
125  85    -6.359     0.231238     -37365.211
130  85    -6.805     0.208708     -37364.860
135  85    -6.484     0.224724     -37364.143
140  85    -6.484     0.224695     -37364.663
145  85    -6.487     0.224557     -37365.359
150  85    -6.840     0.207020     -37004.951
155  85    -7.583     0.174472     -37004.573
160  85    -8.831     0.130884     -37005.180
165  85   -10.532     0.088473     -37364.093
170  85   -13.648     0.043169     -37005.733
175  85   -19.888     0.010260     -37005.995
180  85   -25.094     0.003094     -37005.530
  0  90   -25.381     0.002897     -37356.334
  5  90   -20.058     0.009867     -37356.493
 10  90   -14.042     0.039423     -37357.214
 15  90   -11.059     0.078369     -37359.045
 20  90    -8.832     0.130858     -37359.341
 25  90    -7.561     0.175335     -37358.887
 30  90    -6.869     0.205621     -37361.571
 35  90    -6.579     0.219840     -37360.626
 40  90    -6.435     0.227266     -37360.013
 45  90    -6.533     0.222160     -37359.389
 50  90    -6.817     0.208119     -37359.625
 55  90    -6.380     0.230133     -37359.337
 60  90    -6.017     0.250211     -37360.945
 65  90    -4.933     0.321127     -37361.643
 70  90    -3.651     0.431465     -37362.058
 75  90    -2.334     0.584270     -37365.331
 80  90    -1.494     0.708867     -37367.182
 85  90    -0.570     0.876930     -37365.889
 90  90     0.003     1.000734     -37366.011
 95  90    -0.531     0.884969     -37364.208
100  90    -1.161     0.765490     -37364.363
105  90    -2.334     0.584194     -37366.219
110  90    -3.343     0.463105     -37366.325
115  90    -4.720     0.337295     -37367.559
120  90    -5.554     0.278336     -37367.234
125  90    -6.359     0.231238     -37365.211
130  90    -6.805     0.208708     -37364.860
135  90    -6.484     0.224724     -37364.143
140  90    -6.484     0.224695     -37364.663
145  90    -6.487     0.224557     -37365.359
150  90    -6.840     0.207020     -37004.951
155  90    -7.583     0.174472     -37004.573
160  90    -8.831     0.130884     -37005.180
165  90   -10.532     0.088473     -37364.093
170  90   -13.648     0.043169     -37005.733
175  90   -19.888     0.010260     -37005.995
180  90   -25.094     0.003094     -37005.530
  0  95   -25.381     0.002897     -37356.334
  5  95   -20.058     0.009867     -37356.493
 10  95   -14.042     0.039423     -37357.214
 15  95   -11.059     0.078369     -37359.045
 20  95    -8.832     0.130858     -37359.341
 25  95    -7.561     0.175335     -37358.887
 30  95    -6.869     0.205621     -37361.571
 35  95    -6.579     0.219840     -37360.626
 40  95    -6.435     0.227266     -37360.013
 45  95    -6.533     0.222160     -37359.389
 50  95    -6.817     0.208119     -37359.625
 55  95    -6.380     0.230133     -37359.337
 60  95    -6.017     0.250211     -37360.945
 65  95    -4.933     0.321127     -37361.643
 70  95    -3.651     0.431465     -37362.058
 75  95    -2.334     0.584270     -37365.331
 80  95    -1.494     0.708867     -37367.182
 85  95    -0.570     0.876930     -37365.889
 90  95     0.003     1.000734     -37366.011
 95  95    -0.531     0.884969     -37364.208
100  95    -1.161     0.765490     -37364.363
105  95    -2.334     0.584194     -37366.219
110  95    -3.343     0.463105     -37366.325
115  95    -4.720     0.337295     -37367.559
120  95    -5.554     0.278336     -37367.234
125  95    -6.359     0.231238     -37365.211
130  95    -6.805     0.208708     -37364.860
135  95    -6.484     0.224724     -37364.143
140  95    -6.484     0.224695     -37364.663
145  95    -6.487     0.224557     -37365.359
150  95    -6.840     0.207020     -37004.951
155  95    -7.583     0.174472     -37004.573
160  95    -8.831     0.130884     -37005.180
165  95   -10.532     0.088473     -37364.093
170  95   -13.648     0.043169     -37005.733
175  95   -19.888     0.010260     -37005.995
180  95   -25.094     0.003094     -37005.530
  0 100   -25.381     0.002897     -37356.334
  5 100   -20.058     0.009867     -37356.493
 10 100   -14.042     0.039423     -37357.214
 15 100   -11.059     0.078369     -37359.045
 20 100    -8.832     0.130858     -37359.341
 25 100    -7.561     0.175335     -37358.887
 30 100    -6.869     0.205621     -37361.571
 35 100    -6.579     0.219840     -37360.626
 40 100    -6.435     0.227266     -37360.013
 45 100    -6.533     0.222160     -37359.389
 50 100    -6.817     0.208119     -37359.625
 55 100    -6.380     0.230133     -37359.337
 60 100    -6.017     0.250211     -37360.945
 65 100    -4.933     0.321127     -37361.643
 70 100    -3.651     0.431465     -37362.058
 75 100    -2.334     0.584270     -37365.331
 80 100    -1.494     0.708867     -37367.182
 85 100    -0.570     0.876930     -37365.889
 90 100     0.003     1.000734     -37366.011
 95 100    -0.531     0.884969     -37364.208
100 100    -1.161     0.765490     -37364.363
105 100    -2.334     0.584194     -37366.219
110 100    -3.343     0.463105     -37366.325
