n : 1.0
freq : 83.33 MHz
SWR : 24.444
 Theta   Phi 	 Gain(dB)   	   Gain   	   Phase(deg)
170  85   -28.102     0.001548      -3774.024
175  85   -31.875     0.000649      -3413.588
180  85   -28.635     0.001369      -3415.233
  0  90   -28.302     0.001479      -3770.859
  5  90   -28.410     0.001442      -3770.873
 10  90   -27.483     0.001785      -3409.606
 15  90   -25.535     0.002796      -3768.498
 20  90   -23.115     0.004880      -3409.256
 25  90   -20.204     0.009540      -3769.696
 30  90   -18.679     0.013554      -3409.038
 35  90   -17.935     0.016089      -3408.364
 40  90   -16.706     0.021351      -3410.216
 45  90   -17.368     0.018330      -3407.830
 50  90   -16.307     0.023407      -3408.454
 55  90   -16.275     0.023579      -3408.951
 60  90   -14.503     0.035460      -3411.378
 65  90   -13.752     0.042153      -3052.213
 70  90   -13.639     0.043263      -3413.367
 75  90   -13.219     0.047657      -3412.018
 80  90   -13.625     0.043400      -3412.200
 85  90   -12.646     0.054375      -3410.851
 90  90   -12.034     0.062602      -3409.533
 95  90   -12.657     0.054242      -3409.308
100  90   -13.120     0.048749      -3769.791
105  90   -13.374     0.045983      -3770.802
110  90   -13.392     0.045798      -3772.312
115  90   -14.050     0.039358      -3772.234
120  90   -13.566     0.043998      -3771.421
125  90   -15.157     0.030497      -3770.640
130  90   -16.560     0.022080      -3770.816
135  90   -16.226     0.023848      -3769.694
140  90   -16.203     0.023973      -3407.201
145  90   -17.605     0.017358      -3408.219
150  90   -18.432     0.014350      -3407.700
155  90   -19.602     0.010960      -3768.228
160  90   -21.554     0.006992      -3769.930
165  90   -23.873     0.004100      -3771.675
170  90   -28.102     0.001548      -3774.024
175  90   -31.875     0.000649      -3413.588
180  90   -28.635     0.001369      -3415.233
  0  95   -28.302     0.001479      -3770.859
  5  95   -28.410     0.001442      -3770.873
 10  95   -27.483     0.001785      -3409.606
 15  95   -25.535     0.002796      -3768.498
 20  95   -23.115     0.004880      -3409.256
 25  95   -20.204     0.009540      -3769.696
 30  95   -18.679     0.013554      -3409.038
 35  95   -17.935     0.016089      -3408.364
 40  95   -16.706     0.021351      -3410.216
 45  95   -17.368     0.018330      -3407.830
 50  95   -16.307     0.023407      -3408.454
 55  95   -16.275     0.023579      -3408.951
 60  95   -14.503     0.035460      -3411.378
 65  95   -13.752     0.042153      -3052.213
 70  95   -13.639     0.043263      -3413.367
 75  95   -13.219     0.047657      -3412.018
 80  95   -13.625     0.043400      -3412.200
 85  95   -12.646     0.054375      -3410.851
 90  95   -12.034     0.062602      -3409.533
 95  95   -12.657     0.054242      -3409.308
100  95   -13.120     0.048749      -3769.791
105  95   -13.374     0.045983      -3770.802
110  95   -13.392     0.045798      -3772.312
115  95   -14.050     0.039358      -3772.234
120  95   -13.566     0.043998      -3771.421
125  95   -15.157     0.030497      -3770.640
130  95   -16.560     0.022080      -3770.816
135  95   -16.226     0.023848      -3769.694
140  95   -16.203     0.023973      -3407.201
145  95   -17.605     0.017358      -3408.219
150  95   -18.432     0.014350      -3407.700
155  95   -19.602     0.010960      -3768.228
160  95   -21.554     0.006992      -3769.930
165  95   -23.873     0.004100      -3771.675
170  95   -28.102     0.001548      -3774.024
175  95   -31.875     0.000649      -3413.588
180  95   -28.635     0.001369      -3415.233
  0 100   -28.302     0.001479      -3770.859
  5 100   -28.410     0.001442      -3770.873
 10 100   -27.483     0.001785      -3409.606
 15 100   -25.535     0.002796      -3768.498
 20 100   -23.115     0.004880      -3409.256
 25 100   -20.204     0.009540      -3769.696
 30 100   -18.679     0.013554      -3409.038
 35 100   -17.935     0.016089      -3408.364
 40 100   -16.706     0.021351      -3410.216
 45 100   -17.368     0.018330      -3407.830
 50 100   -16.307     0.023407      -3408.454
 55 100   -16.275     0.023579      -3408.951
 60 100   -14.503     0.035460      -3411.378
 65 100   -13.752     0.042153      -3052.213
 70 100   -13.639     0.043263      -3413.367
 75 100   -13.219     0.047657      -3412.018
 80 100   -13.625     0.043400      -3412.200
 85 100   -12.646     0.054375      -3410.851
 90 100   -12.034     0.062602      -3409.533
 95 100   -12.657     0.054242      -3409.308
100 100   -13.120     0.048749      -3769.791
105 100   -13.374     0.045983      -3770.802
110 100   -13.392     0.045798      -3772.312
115 100   -14.050     0.039358      -3772.234
120 100   -13.566     0.043998      -3771.421
125 100   -15.157     0.030497      -3770.640
130 100   -16.560     0.022080      -3770.816
135 100   -16.226     0.023848      -3769.694
140 100   -16.203     0.023973      -3407.201
145 100   -17.605     0.017358      -3408.219
150 100   -18.432     0.014350      -3407.700
155 100   -19.602     0.010960      -3768.228
160 100   -21.554     0.006992      -3769.930
165 100   -23.873     0.004100      -3771.675
170 100   -28.102     0.001548      -3774.024
175 100   -31.875     0.000649      -3413.588
180 100   -28.635     0.001369      -3415.233
  0 105   -28.302     0.001479      -3770.859
  5 105   -28.410     0.001442      -3770.873
 10 105   -27.483     0.001785      -3409.606
 15 105   -25.535     0.002796      -3768.498
 20 105   -23.115     0.004880      -3409.256
 25 105   -20.204     0.009540      -3769.696
 30 105   -18.679     0.013554      -3409.038
 35 105   -17.935     0.016089      -3408.364
 40 105   -16.706     0.021351      -3410.216
 45 105   -17.368     0.018330      -3407.830
 50 105   -16.307     0.023407      -3408.454
 55 105   -16.275     0.023579      -3408.951
 60 105   -14.503     0.035460      -3411.378
 65 105   -13.752     0.042153      -3052.213
 70 105   -13.639     0.043263      -3413.367
 75 105   -13.219     0.047657      -3412.018
 80 105   -13.625     0.043400      -3412.200
 85 105   -12.646     0.054375      -3410.851
 90 105   -12.034     0.062602      -3409.533
 95 105   -12.657     0.054242      -3409.308
100 105   -13.120     0.048749      -3769.791
105 105   -13.374     0.045983      -3770.802
110 105   -13.392     0.045798      -3772.312
115 105   -14.050     0.039358      -3772.234
120 105   -13.566     0.043998      -3771.421
125 105   -15.157     0.030497      -3770.640
130 105   -16.560     0.022080      -3770.816
135 105   -16.226     0.023848      -3769.694
140 105   -16.203     0.023973      -3407.201
145 105   -17.605     0.017358      -3408.219
150 105   -18.432     0.014350      -3407.700
155 105   -19.602     0.010960      -3768.228
160 105   -21.554     0.006992      -3769.930
165 105   -23.873     0.004100      -3771.675
170 105   -28.102     0.001548      -3774.024
175 105   -31.875     0.000649      -3413.588
180 105   -28.635     0.001369      -3415.233
  0 110   -28.302     0.001479      -3770.859
  5 110   -28.410     0.001442      -3770.873
 10 110   -27.483     0.001785      -3409.606
 15 110   -25.535     0.002796      -3768.498
 20 110   -23.115     0.004880      -3409.256
 25 110   -20.204     0.009540      -3769.696
 30 110   -18.679     0.013554      -3409.038
 35 110   -17.935     0.016089      -3408.364
 40 110   -16.706     0.021351      -3410.216
 45 110   -17.368     0.018330      -3407.830
 50 110   -16.307     0.023407      -3408.454
 55 110   -16.275     0.023579      -3408.951
 60 110   -14.503     0.035460      -3411.378
 65 110   -13.752     0.042153      -3052.213
 70 110   -13.639     0.043263      -3413.367
 75 110   -13.219     0.047657      -3412.018
 80 110   -13.625     0.043400      -3412.200
 85 110   -12.646     0.054375      -3410.851
 90 110   -12.034     0.062602      -3409.533
 95 110   -12.657     0.054242      -3409.308
100 110   -13.120     0.048749      -3769.791
105 110   -13.374     0.045983      -3770.802
110 110   -13.392     0.045798      -3772.312
115 110   -14.050     0.039358      -3772.234
120 110   -13.566     0.043998      -3771.421
125 110   -15.157     0.030497      -3770.640
130 110   -16.560     0.022080      -3770.816
135 110   -16.226     0.023848      -3769.694
140 110   -16.203     0.023973      -3407.201
145 110   -17.605     0.017358      -3408.219
150 110   -18.432     0.014350      -3407.700
155 110   -19.602     0.010960      -3768.228
160 110   -21.554     0.006992      -3769.930
165 110   -23.873     0.004100      -3771.675
170 110   -28.102     0.001548      -3774.024
175 110   -31.875     0.000649      -3413.588
180 110   -28.635     0.001369      -3415.233
  0 115   -28.302     0.001479      -3770.859
  5 115   -28.410     0.001442      -3770.873
 10 115   -27.483     0.001785      -3409.606
 15 115   -25.535     0.002796      -3768.498
 20 115   -23.115     0.004880      -3409.256
 25 115   -20.204     0.009540      -3769.696
 30 115   -18.679     0.013554      -3409.038
 35 115   -17.935     0.016089      -3408.364
 40 115   -16.706     0.021351      -3410.216
 45 115   -17.368     0.018330      -3407.830
 50 115   -16.307     0.023407      -3408.454
 55 115   -16.275     0.023579      -3408.951
 60 115   -14.503     0.035460      -3411.378
 65 115   -13.752     0.042153      -3052.213
 70 115   -13.639     0.043263      -3413.367
 75 115   -13.219     0.047657      -3412.018
 80 115   -13.625     0.043400      -3412.200
 85 115   -12.646     0.054375      -3410.851
 90 115   -12.034     0.062602      -3409.533
 95 115   -12.657     0.054242      -3409.308
100 115   -13.120     0.048749      -3769.791
105 115   -13.374     0.045983      -3770.802
110 115   -13.392     0.045798      -3772.312
115 115   -14.050     0.039358      -3772.234
120 115   -13.566     0.043998      -3771.421
125 115   -15.157     0.030497      -3770.640
130 115   -16.560     0.022080      -3770.816
135 115   -16.226     0.023848      -3769.694
140 115   -16.203     0.023973      -3407.201
145 115   -17.605     0.017358      -3408.219
150 115   -18.432     0.014350      -3407.700
155 115   -19.602     0.010960      -3768.228
160 115   -21.554     0.006992      -3769.930
165 115   -23.873     0.004100      -3771.675
170 115   -28.102     0.001548      -3774.024
175 115   -31.875     0.000649      -3413.588
180 115   -28.635     0.001369      -3415.233
  0 120   -28.302     0.001479      -3770.859
  5 120   -28.410     0.001442      -3770.873
 10 120   -27.483     0.001785      -3409.606
 15 120   -25.535     0.002796      -3768.498
 20 120   -23.115     0.004880      -3409.256
 25 120   -20.204     0.009540      -3769.696
 30 120   -18.679     0.013554      -3409.038
 35 120   -17.935     0.016089      -3408.364
 40 120   -16.706     0.021351      -3410.216
 45 120   -17.368     0.018330      -3407.830
 50 120   -16.307     0.023407      -3408.454
 55 120   -16.275     0.023579      -3408.951
 60 120   -14.503     0.035460      -3411.378
 65 120   -13.752     0.042153      -3052.213
 70 120   -13.639     0.043263      -3413.367
 75 120   -13.219     0.047657      -3412.018
 80 120   -13.625     0.043400      -3412.200
 85 120   -12.646     0.054375      -3410.851
 90 120   -12.034     0.062602      -3409.533
 95 120   -12.657     0.054242      -3409.308
100 120   -13.120     0.048749      -3769.791
105 120   -13.374     0.045983      -3770.802
110 120   -13.392     0.045798      -3772.312
115 120   -14.050     0.039358      -3772.234
120 120   -13.566     0.043998      -3771.421
125 120   -15.157     0.030497      -3770.640
130 120   -16.560     0.022080      -3770.816
135 120   -16.226     0.023848      -3769.694
140 120   -16.203     0.023973      -3407.201
145 120   -17.605     0.017358      -3408.219
150 120   -18.432     0.014350      -3407.700
155 120   -19.602     0.010960      -3768.228
160 120   -21.554     0.006992      -3769.930
165 120   -23.873     0.004100      -3771.675
170 120   -28.102     0.001548      -3774.024
175 120   -31.875     0.000649      -3413.588
180 120   -28.635     0.001369      -3415.233
  0 125   -28.302     0.001479      -3770.859
  5 125   -28.410     0.001442      -3770.873
 10 125   -27.483     0.001785      -3409.606
 15 125   -25.535     0.002796      -3768.498
 20 125   -23.115     0.004880      -3409.256
 25 125   -20.204     0.009540      -3769.696
 30 125   -18.679     0.013554      -3409.038
 35 125   -17.935     0.016089      -3408.364
 40 125   -16.706     0.021351      -3410.216
 45 125   -17.368     0.018330      -3407.830
 50 125   -16.307     0.023407      -3408.454
 55 125   -16.275     0.023579      -3408.951
 60 125   -14.503     0.035460      -3411.378
 65 125   -13.752     0.042153      -3052.213
 70 125   -13.639     0.043263      -3413.367
 75 125   -13.219     0.047657      -3412.018
 80 125   -13.625     0.043400      -3412.200
 85 125   -12.646     0.054375      -3410.851
 90 125   -12.034     0.062602      -3409.533
 95 125   -12.657     0.054242      -3409.308
100 125   -13.120     0.048749      -3769.791
105 125   -13.374     0.045983      -3770.802
110 125   -13.392     0.045798      -3772.312
115 125   -14.050     0.039358      -3772.234
120 125   -13.566     0.043998      -3771.421
125 125   -15.157     0.030497      -3770.640
130 125   -16.560     0.022080      -3770.816
135 125   -16.226     0.023848      -3769.694
140 125   -16.203     0.023973      -3407.201
145 125   -17.605     0.017358      -3408.219
150 125   -18.432     0.014350      -3407.700
155 125   -19.602     0.010960      -3768.228
160 125   -21.554     0.006992      -3769.930
165 125   -23.873     0.004100      -3771.675
170 125   -28.102     0.001548      -3774.024
175 125   -31.875     0.000649      -3413.588
180 125   -28.635     0.001369      -3415.233
  0 130   -28.302     0.001479      -3770.859
  5 130   -28.410     0.001442      -3770.873
 10 130   -27.483     0.001785      -3409.606
 15 130   -25.535     0.002796      -3768.498
 20 130   -23.115     0.004880      -3409.256
 25 130   -20.204     0.009540      -3769.696
 30 130   -18.679     0.013554      -3409.038
 35 130   -17.935     0.016089      -3408.364
 40 130   -16.706     0.021351      -3410.216
 45 130   -17.368     0.018330      -3407.830
 50 130   -16.307     0.023407      -3408.454
 55 130   -16.275     0.023579      -3408.951
 60 130   -14.503     0.035460      -3411.378
 65 130   -13.752     0.042153      -3052.213
 70 130   -13.639     0.043263      -3413.367
 75 130   -13.219     0.047657      -3412.018
