n : 1.0
freq : 83.33 MHz
SWR : 7.037
 Theta   Phi 	 Gain(dB)   	   Gain   	   Phase(deg)
160 230   -15.947     0.025428     -42832.983
165 230   -17.752     0.016781     -42834.324
170 230   -22.086     0.006187     -42832.469
175 230   -30.052     0.000988     -42837.143
180 230   -27.815     0.001654     -42838.800
  0 235   -30.017     0.000996     -42850.905
  5 235   -31.446     0.000717     -42851.546
 10 235   -24.665     0.003416     -42851.695
 15 235   -18.670     0.013584     -42851.023
 20 235   -15.938     0.025479     -42849.661
 25 235   -13.415     0.045548     -42851.326
 30 235   -11.517     0.070521     -42851.147
 35 235    -9.781     0.105181     -42850.382
 40 235    -7.882     0.162858     -42853.015
 45 235    -6.312     0.233791     -42851.329
 50 235    -5.848     0.260164     -42852.131
 55 235    -5.049     0.312650     -42849.396
 60 235    -4.463     0.357831     -42847.587
 65 235    -4.073     0.391497     -42844.950
 70 235    -3.715     0.425087     -42842.940
 75 235    -3.021     0.498790     -42843.866
 80 235    -3.277     0.470173     -42845.368
 85 235    -2.989     0.502421     -42842.644
 90 235    -2.805     0.524201     -42843.766
 95 235    -3.323     0.465220     -42841.420
100 235    -3.269     0.471062     -42841.323
105 235    -3.147     0.484527     -42840.901
110 235    -3.383     0.458889     -42841.536
115 235    -3.532     0.443443     -42842.719
120 235    -4.400     0.363043     -42842.561
125 235    -5.414     0.287447     -42838.719
130 235    -5.860     0.259399     -42838.092
135 235    -6.735     0.212060     -42835.741
140 235    -7.471     0.179019     -42836.257
145 235    -9.163     0.121252     -42839.241
150 235   -10.360     0.092045     -42832.931
155 235   -13.356     0.046174     -42832.218
160 235   -15.947     0.025428     -42832.983
165 235   -17.752     0.016781     -42834.324
170 235   -22.086     0.006187     -42832.469
175 235   -30.052     0.000988     -42837.143
180 235   -27.815     0.001654     -42838.800
  0 240   -30.017     0.000996     -42850.905
  5 240   -31.446     0.000717     -42851.546
 10 240   -24.665     0.003416     -42851.695
 15 240   -18.670     0.013584     -42851.023
 20 240   -15.938     0.025479     -42849.661
 25 240   -13.415     0.045548     -42851.326
 30 240   -11.517     0.070521     -42851.147
 35 240    -9.781     0.105181     -42850.382
 40 240    -7.882     0.162858     -42853.015
 45 240    -6.312     0.233791     -42851.329
 50 240    -5.848     0.260164     -42852.131
 55 240    -5.049     0.312650     -42849.396
 60 240    -4.463     0.357831     -42847.587
 65 240    -4.073     0.391497     -42844.950
 70 240    -3.715     0.425087     -42842.940
 75 240    -3.021     0.498790     -42843.866
 80 240    -3.277     0.470173     -42845.368
 85 240    -2.989     0.502421     -42842.644
 90 240    -2.805     0.524201     -42843.766
 95 240    -3.323     0.465220     -42841.420
100 240    -3.269     0.471062     -42841.323
105 240    -3.147     0.484527     -42840.901
110 240    -3.383     0.458889     -42841.536
115 240    -3.532     0.443443     -42842.719
120 240    -4.400     0.363043     -42842.561
125 240    -5.414     0.287447     -42838.719
130 240    -5.860     0.259399     -42838.092
135 240    -6.735     0.212060     -42835.741
140 240    -7.471     0.179019     -42836.257
145 240    -9.163     0.121252     -42839.241
150 240   -10.360     0.092045     -42832.931
155 240   -13.356     0.046174     -42832.218
160 240   -15.947     0.025428     -42832.983
165 240   -17.752     0.016781     -42834.324
170 240   -22.086     0.006187     -42832.469
175 240   -30.052     0.000988     -42837.143
180 240   -27.815     0.001654     -42838.800
  0 245   -30.017     0.000996     -42850.905
  5 245   -31.446     0.000717     -42851.546
 10 245   -24.665     0.003416     -42851.695
 15 245   -18.670     0.013584     -42851.023
 20 245   -15.938     0.025479     -42849.661
 25 245   -13.415     0.045548     -42851.326
 30 245   -11.517     0.070521     -42851.147
 35 245    -9.781     0.105181     -42850.382
 40 245    -7.882     0.162858     -42853.015
 45 245    -6.312     0.233791     -42851.329
 50 245    -5.848     0.260164     -42852.131
 55 245    -5.049     0.312650     -42849.396
 60 245    -4.463     0.357831     -42847.587
 65 245    -4.073     0.391497     -42844.950
 70 245    -3.715     0.425087     -42842.940
 75 245    -3.021     0.498790     -42843.866
 80 245    -3.277     0.470173     -42845.368
 85 245    -2.989     0.502421     -42842.644
 90 245    -2.805     0.524201     -42843.766
 95 245    -3.323     0.465220     -42841.420
100 245    -3.269     0.471062     -42841.323
105 245    -3.147     0.484527     -42840.901
110 245    -3.383     0.458889     -42841.536
115 245    -3.532     0.443443     -42842.719
120 245    -4.400     0.363043     -42842.561
125 245    -5.414     0.287447     -42838.719
130 245    -5.860     0.259399     -42838.092
135 245    -6.735     0.212060     -42835.741
140 245    -7.471     0.179019     -42836.257
145 245    -9.163     0.121252     -42839.241
150 245   -10.360     0.092045     -42832.931
155 245   -13.356     0.046174     -42832.218
160 245   -15.947     0.025428     -42832.983
165 245   -17.752     0.016781     -42834.324
170 245   -22.086     0.006187     -42832.469
175 245   -30.052     0.000988     -42837.143
180 245   -27.815     0.001654     -42838.800
  0 250   -30.017     0.000996     -42850.905
  5 250   -31.446     0.000717     -42851.546
 10 250   -24.665     0.003416     -42851.695
 15 250   -18.670     0.013584     -42851.023
 20 250   -15.938     0.025479     -42849.661
 25 250   -13.415     0.045548     -42851.326
 30 250   -11.517     0.070521     -42851.147
 35 250    -9.781     0.105181     -42850.382
 40 250    -7.882     0.162858     -42853.015
 45 250    -6.312     0.233791     -42851.329
 50 250    -5.848     0.260164     -42852.131
 55 250    -5.049     0.312650     -42849.396
 60 250    -4.463     0.357831     -42847.587
 65 250    -4.073     0.391497     -42844.950
 70 250    -3.715     0.425087     -42842.940
 75 250    -3.021     0.498790     -42843.866
 80 250    -3.277     0.470173     -42845.368
 85 250    -2.989     0.502421     -42842.644
 90 250    -2.805     0.524201     -42843.766
 95 250    -3.323     0.465220     -42841.420
100 250    -3.269     0.471062     -42841.323
105 250    -3.147     0.484527     -42840.901
110 250    -3.383     0.458889     -42841.536
115 250    -3.532     0.443443     -42842.719
120 250    -4.400     0.363043     -42842.561
125 250    -5.414     0.287447     -42838.719
130 250    -5.860     0.259399     -42838.092
135 250    -6.735     0.212060     -42835.741
140 250    -7.471     0.179019     -42836.257
145 250    -9.163     0.121252     -42839.241
150 250   -10.360     0.092045     -42832.931
155 250   -13.356     0.046174     -42832.218
160 250   -15.947     0.025428     -42832.983
165 250   -17.752     0.016781     -42834.324
170 250   -22.086     0.006187     -42832.469
175 250   -30.052     0.000988     -42837.143
180 250   -27.815     0.001654     -42838.800
  0 255   -30.017     0.000996     -42850.905
  5 255   -31.446     0.000717     -42851.546
 10 255   -24.665     0.003416     -42851.695
 15 255   -18.670     0.013584     -42851.023
 20 255   -15.938     0.025479     -42849.661
 25 255   -13.415     0.045548     -42851.326
 30 255   -11.517     0.070521     -42851.147
 35 255    -9.781     0.105181     -42850.382
 40 255    -7.882     0.162858     -42853.015
 45 255    -6.312     0.233791     -42851.329
 50 255    -5.848     0.260164     -42852.131
 55 255    -5.049     0.312650     -42849.396
 60 255    -4.463     0.357831     -42847.587
 65 255    -4.073     0.391497     -42844.950
 70 255    -3.715     0.425087     -42842.940
 75 255    -3.021     0.498790     -42843.866
 80 255    -3.277     0.470173     -42845.368
 85 255    -2.989     0.502421     -42842.644
 90 255    -2.805     0.524201     -42843.766
 95 255    -3.323     0.465220     -42841.420
100 255    -3.269     0.471062     -42841.323
105 255    -3.147     0.484527     -42840.901
110 255    -3.383     0.458889     -42841.536
115 255    -3.532     0.443443     -42842.719
120 255    -4.400     0.363043     -42842.561
125 255    -5.414     0.287447     -42838.719
130 255    -5.860     0.259399     -42838.092
135 255    -6.735     0.212060     -42835.741
140 255    -7.471     0.179019     -42836.257
145 255    -9.163     0.121252     -42839.241
150 255   -10.360     0.092045     -42832.931
155 255   -13.356     0.046174     -42832.218
160 255   -15.947     0.025428     -42832.983
165 255   -17.752     0.016781     -42834.324
170 255   -22.086     0.006187     -42832.469
175 255   -30.052     0.000988     -42837.143
180 255   -27.815     0.001654     -42838.800
  0 260   -30.017     0.000996     -42850.905
  5 260   -31.446     0.000717     -42851.546
 10 260   -24.665     0.003416     -42851.695
 15 260   -18.670     0.013584     -42851.023
 20 260   -15.938     0.025479     -42849.661
 25 260   -13.415     0.045548     -42851.326
 30 260   -11.517     0.070521     -42851.147
 35 260    -9.781     0.105181     -42850.382
 40 260    -7.882     0.162858     -42853.015
 45 260    -6.312     0.233791     -42851.329
 50 260    -5.848     0.260164     -42852.131
 55 260    -5.049     0.312650     -42849.396
 60 260    -4.463     0.357831     -42847.587
 65 260    -4.073     0.391497     -42844.950
 70 260    -3.715     0.425087     -42842.940
 75 260    -3.021     0.498790     -42843.866
 80 260    -3.277     0.470173     -42845.368
 85 260    -2.989     0.502421     -42842.644
 90 260    -2.805     0.524201     -42843.766
 95 260    -3.323     0.465220     -42841.420
100 260    -3.269     0.471062     -42841.323
105 260    -3.147     0.484527     -42840.901
110 260    -3.383     0.458889     -42841.536
115 260    -3.532     0.443443     -42842.719
120 260    -4.400     0.363043     -42842.561
125 260    -5.414     0.287447     -42838.719
130 260    -5.860     0.259399     -42838.092
135 260    -6.735     0.212060     -42835.741
140 260    -7.471     0.179019     -42836.257
145 260    -9.163     0.121252     -42839.241
150 260   -10.360     0.092045     -42832.931
155 260   -13.356     0.046174     -42832.218
160 260   -15.947     0.025428     -42832.983
165 260   -17.752     0.016781     -42834.324
170 260   -22.086     0.006187     -42832.469
175 260   -30.052     0.000988     -42837.143
180 260   -27.815     0.001654     -42838.800
  0 265   -30.017     0.000996     -42850.905
  5 265   -31.446     0.000717     -42851.546
 10 265   -24.665     0.003416     -42851.695
 15 265   -18.670     0.013584     -42851.023
 20 265   -15.938     0.025479     -42849.661
 25 265   -13.415     0.045548     -42851.326
 30 265   -11.517     0.070521     -42851.147
 35 265    -9.781     0.105181     -42850.382
 40 265    -7.882     0.162858     -42853.015
 45 265    -6.312     0.233791     -42851.329
 50 265    -5.848     0.260164     -42852.131
 55 265    -5.049     0.312650     -42849.396
 60 265    -4.463     0.357831     -42847.587
 65 265    -4.073     0.391497     -42844.950
 70 265    -3.715     0.425087     -42842.940
 75 265    -3.021     0.498790     -42843.866
 80 265    -3.277     0.470173     -42845.368
 85 265    -2.989     0.502421     -42842.644
 90 265    -2.805     0.524201     -42843.766
 95 265    -3.323     0.465220     -42841.420
100 265    -3.269     0.471062     -42841.323
105 265    -3.147     0.484527     -42840.901
110 265    -3.383     0.458889     -42841.536
115 265    -3.532     0.443443     -42842.719
120 265    -4.400     0.363043     -42842.561
125 265    -5.414     0.287447     -42838.719
130 265    -5.860     0.259399     -42838.092
135 265    -6.735     0.212060     -42835.741
140 265    -7.471     0.179019     -42836.257
145 265    -9.163     0.121252     -42839.241
150 265   -10.360     0.092045     -42832.931
155 265   -13.356     0.046174     -42832.218
160 265   -15.947     0.025428     -42832.983
165 265   -17.752     0.016781     -42834.324
170 265   -22.086     0.006187     -42832.469
175 265   -30.052     0.000988     -42837.143
180 265   -27.815     0.001654     -42838.800
  0 270   -30.017     0.000996     -42850.905
  5 270   -31.446     0.000717     -42851.546
 10 270   -24.665     0.003416     -42851.695
 15 270   -18.670     0.013584     -42851.023
 20 270   -15.938     0.025479     -42849.661
 25 270   -13.415     0.045548     -42851.326
 30 270   -11.517     0.070521     -42851.147
 35 270    -9.781     0.105181     -42850.382
 40 270    -7.882     0.162858     -42853.015
 45 270    -6.312     0.233791     -42851.329
 50 270    -5.848     0.260164     -42852.131
 55 270    -5.049     0.312650     -42849.396
 60 270    -4.463     0.357831     -42847.587
 65 270    -4.073     0.391497     -42844.950
 70 270    -3.715     0.425087     -42842.940
 75 270    -3.021     0.498790     -42843.866
 80 270    -3.277     0.470173     -42845.368
 85 270    -2.989     0.502421     -42842.644
 90 270    -2.805     0.524201     -42843.766
 95 270    -3.323     0.465220     -42841.420
100 270    -3.269     0.471062     -42841.323
105 270    -3.147     0.484527     -42840.901
110 270    -3.383     0.458889     -42841.536
115 270    -3.532     0.443443     -42842.719
120 270    -4.400     0.363043     -42842.561
125 270    -5.414     0.287447     -42838.719
130 270    -5.860     0.259399     -42838.092
135 270    -6.735     0.212060     -42835.741
140 270    -7.471     0.179019     -42836.257
145 270    -9.163     0.121252     -42839.241
150 270   -10.360     0.092045     -42832.931
155 270   -13.356     0.046174     -42832.218
160 270   -15.947     0.025428     -42832.983
165 270   -17.752     0.016781     -42834.324
170 270   -22.086     0.006187     -42832.469
175 270   -30.052     0.000988     -42837.143
180 270   -27.815     0.001654     -42838.800
